full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff
Pat Spencer,-3.7795828956879784,-2.4632885534566316,-1.3162943422313471,-1.7984644048608913,-0.16934402804997017,-0.49548012054576984,-1.2346740706183845,0.02246280008344903,-0.10408307169641164,0.0,-0.7464444202087026,5.7588961577691,2686.841057056019
ID_1642573,-3.782015711478422,-3.0839588883882874,-0.6980568230901345,-2.234667899112141,-0.597639594537818,-0.2516513947383282,-0.5428308948286871,-0.10118863416772067,-0.05403729409372677,0.0,-1.0045169175375936,5.173812806466506,3653.0522108909695
David Stockton,-3.7855943901492806,-3.223418434775143,-0.5621759553741373,-2.0469752455202697,-0.09088693036671919,-1.0855562588881544,-0.7167290808380525,0.2867228604145088,-0.13216973495059356,0.0,-1.0218900637909585,5.018658534080916,4018.6699730582964
Telfort,-3.7862976346587662,-2.5950472739944033,-1.191250360664363,-2.0647922438397894,0.010657049688114206,-0.5409120798427283,-0.2997332598641246,-0.8667548690352673,-0.02476223176497125,0.0,-1.4217721309548526,4.464013283540953,5976.124265396944
ID_1643112,-3.7940477831754142,-1.9652411834079888,-1.8288065997674252,-1.8247994129752054,0.410145016703937,-0.5505867871367205,-1.3865609489830355,-0.2829782648471987,-0.15926738593719092,0.0,-0.5826874212171731,5.125150747260101,3766.0852737144587
Antonio Reeves,-3.7999073586094507,-2.518857840314804,-1.2810495182946466,-2.0131677681012965,0.08716600798422183,-0.5928560801977296,-0.6282647117968785,-0.4202834253447019,-0.2325013811530662,0.0,-1.158474878711276,4.492542516262409,5838.634962951746
ID_1642615,-3.807419347202665,-3.365928325327163,-0.4414910218755023,-2.06000453837323,0.1334419279212562,-1.4393657148751886,-1.045667846490859,0.7150863356024884,-0.11090951098713159,0.0,-0.7017469623385757,4.3165043410895825,6778.243489994225
ID_1642470,-3.812086852862049,-2.599924531398978,-1.212162321463071,-1.8404636628211093,-0.0007212179968750787,-0.7587396505809934,-1.9399763428918262,0.686677900466383,0.04113612096237207,0.0,-0.031646847149113366,5.757617115743014,2690.669576393594
Justin Jackson,-3.8122033450894572,-2.3520944060223234,-1.4601089390671338,-2.012589304902388,0.28900426234201687,-0.6285093634619522,-0.5280277748141349,-0.6788646489914514,-0.25321651526154765,0.0,-1.2715862653729344,5.1300198107052655,3754.4138632092854
ID_1643104,-3.8209336070159705,-2.547729648687475,-1.2732039583284953,-2.2482992351825293,-0.11427367872681429,-0.1851567347781317,-0.3788722882608238,-0.6316678949193149,-0.2626637751483568,0.0,-1.1937620835726177,5.02058862608985,4012.007669801695
ID_1642409,-3.8268838264525487,-1.8429363016681886,-1.9839475247843603,-1.787612703510866,0.43142918646073514,-0.4867527846180577,-1.867166725715793,0.0743953837849129,-0.19117618285348043,0.0,-0.1721043972258901,5.171941250681533,3669.615008816027
Lindell Wigginton,-3.8282088499242235,-3.279010179128502,-0.5491986707957218,-2.0199693377404384,-0.21303233533865906,-1.046008506049404,-0.46677123338982934,0.11235221190585404,-0.19477964931174652,0.0,-1.3414682787939554,6.248854218631929,2157.1227486198422
